 ATC code,Name,DDD,U,Adm.R,Note,href
N06AB09,etoperidone,,,,,https://www.whocc.no/atc_ddd_index/?code=N06AB&showdescription=no
N06AB10,escitalopram,10,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N06AB&showdescription=no
N06AF01,isocarboxazid,15,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N06AF&showdescription=no
N06AF02,nialamide,0.1,g,O,,https://www.whocc.no/atc_ddd_index/?code=N06AF&showdescription=no
N06AF03,phenelzine,60,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N06AF&showdescription=no
N06AF04,tranylcypromine,10,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N06AF&showdescription=no
N06AF05,iproniazide,,,,,https://www.whocc.no/atc_ddd_index/?code=N06AF&showdescription=no
N06AF06,iproclozide,,,,,https://www.whocc.no/atc_ddd_index/?code=N06AF&showdescription=no
N06AG02,moclobemide,0.3,g,O,,https://www.whocc.no/atc_ddd_index/?code=N06AG&showdescription=no
N06AG03,toloxatone,,,,,https://www.whocc.no/atc_ddd_index/?code=N06AG&showdescription=no
N06AX01,oxitriptan,,,,,https://www.whocc.no/atc_ddd_index/?code=N06AX&showdescription=no
N06AX02,tryptophan,,,,,https://www.whocc.no/atc_ddd_index/?code=N06AX&showdescription=no
N06AX03,mianserin,60,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N06AX&showdescription=no
N06AX04,nomifensine,0.15,g,O,,https://www.whocc.no/atc_ddd_index/?code=N06AX&showdescription=no
N06AX05,trazodone,0.3,g,O,,https://www.whocc.no/atc_ddd_index/?code=N06AX&showdescription=no
N06AX06,nefazodone,0.4,g,O,,https://www.whocc.no/atc_ddd_index/?code=N06AX&showdescription=no
N06AX07,minaprine,0.1,g,O,,https://www.whocc.no/atc_ddd_index/?code=N06AX&showdescription=no
N06AX08,bifemelane,,,,,https://www.whocc.no/atc_ddd_index/?code=N06AX&showdescription=no
N06AX09,viloxazine,0.2,g,O,,https://www.whocc.no/atc_ddd_index/?code=N06AX&showdescription=no
N06AX10,oxaflozane,,,,,https://www.whocc.no/atc_ddd_index/?code=N06AX&showdescription=no
N06AX11,mirtazapine,30,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N06AX&showdescription=no
N06AX12,bupropion,0.3,g,O,,https://www.whocc.no/atc_ddd_index/?code=N06AX&showdescription=no
N06AX13,medifoxamine,,,,,https://www.whocc.no/atc_ddd_index/?code=N06AX&showdescription=no
N06AX14,tianeptine,37.5,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N06AX&showdescription=no
N06AX15,pivagabine,,,,,https://www.whocc.no/atc_ddd_index/?code=N06AX&showdescription=no
N06AX16,venlafaxine,0.1,g,O,,https://www.whocc.no/atc_ddd_index/?code=N06AX&showdescription=no
N06AX17,milnacipran,0.1,g,O,,https://www.whocc.no/atc_ddd_index/?code=N06AX&showdescription=no
N06AX18,reboxetine,8,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N06AX&showdescription=no
N06AX19,gepirone,,,,,https://www.whocc.no/atc_ddd_index/?code=N06AX&showdescription=no
N06AX21,duloxetine,60,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N06AX&showdescription=no
N06AX22,agomelatine,25,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N06AX&showdescription=no
N06AX23,desvenlafaxine,50,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N06AX&showdescription=no
N06AX24,vilazodone,,,,,https://www.whocc.no/atc_ddd_index/?code=N06AX&showdescription=no
N06AX25,Hyperici herba,,,,,https://www.whocc.no/atc_ddd_index/?code=N06AX&showdescription=no
N06AX26,vortioxetine,10,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N06AX&showdescription=no
N06AX27,esketamine,8,mg,N,,https://www.whocc.no/atc_ddd_index/?code=N06AX&showdescription=no
N06AX28,levomilnacipran,40,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N06AX&showdescription=no
N06AX29,brexanolone,,,,,https://www.whocc.no/atc_ddd_index/?code=N06AX&showdescription=no
N06BA01,amfetamine,15,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N06BA&showdescription=no
N06BA01,,15,mg,P,,https://www.whocc.no/atc_ddd_index/?code=N06BA&showdescription=no
N06BA02,dexamfetamine,15,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N06BA&showdescription=no
N06BA03,metamfetamine,15,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N06BA&showdescription=no
N06BA04,methylphenidate,30,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N06BA&showdescription=no
N06BA05,pemoline,40,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N06BA&showdescription=no
N06BA06,fencamfamin,,,,,https://www.whocc.no/atc_ddd_index/?code=N06BA&showdescription=no
N06BA07,modafinil,0.3,g,O,,https://www.whocc.no/atc_ddd_index/?code=N06BA&showdescription=no
N06BA08,fenozolone,,,,,https://www.whocc.no/atc_ddd_index/?code=N06BA&showdescription=no
N06BA09,atomoxetine,80,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N06BA&showdescription=no
N06BA10,fenetylline,,,,,https://www.whocc.no/atc_ddd_index/?code=N06BA&showdescription=no
N06BA11,dexmethylphenidate,15,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N06BA&showdescription=no
N06BA12,lisdexamfetamine,30,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N06BA&showdescription=no
N06BA13,armodafinil,0.15,g,O,,https://www.whocc.no/atc_ddd_index/?code=N06BA&showdescription=no
N06BA14,solriamfetol,,,,,https://www.whocc.no/atc_ddd_index/?code=N06BA&showdescription=no
N06BA15,dexmethylphenidate and serdexmethylphenidate,,,,,https://www.whocc.no/atc_ddd_index/?code=N06BA&showdescription=no
N06BC01,caffeine,0.4,g,O,,https://www.whocc.no/atc_ddd_index/?code=N06BC&showdescription=no
N06BC01,,0.4,g,P,,https://www.whocc.no/atc_ddd_index/?code=N06BC&showdescription=no
N06BC02,propentofylline,,,,,https://www.whocc.no/atc_ddd_index/?code=N06BC&showdescription=no
N06BX01,meclofenoxate,,,,,https://www.whocc.no/atc_ddd_index/?code=N06BX&showdescription=no
N06BX02,pyritinol,0.6,g,O,,https://www.whocc.no/atc_ddd_index/?code=N06BX&showdescription=no
N06BX03,piracetam,2.4,g,O,,https://www.whocc.no/atc_ddd_index/?code=N06BX&showdescription=no
N06BX03,,6,g,P,,https://www.whocc.no/atc_ddd_index/?code=N06BX&showdescription=no
N06BX04,deanol,,,,,https://www.whocc.no/atc_ddd_index/?code=N06BX&showdescription=no
N06BX05,fipexide,,,,,https://www.whocc.no/atc_ddd_index/?code=N06BX&showdescription=no
N06BX06,citicoline,,,,,https://www.whocc.no/atc_ddd_index/?code=N06BX&showdescription=no
N06BX07,oxiracetam,,,,,https://www.whocc.no/atc_ddd_index/?code=N06BX&showdescription=no
N06BX08,pirisudanol,,,,,https://www.whocc.no/atc_ddd_index/?code=N06BX&showdescription=no
N06BX09,linopirdine,,,,,https://www.whocc.no/atc_ddd_index/?code=N06BX&showdescription=no
N06BX10,nizofenone,,,,,https://www.whocc.no/atc_ddd_index/?code=N06BX&showdescription=no
N06BX11,aniracetam,,,,,https://www.whocc.no/atc_ddd_index/?code=N06BX&showdescription=no
N06BX12,acetylcarnitine,,,,,https://www.whocc.no/atc_ddd_index/?code=N06BX&showdescription=no
N06BX13,idebenone,0.9,g,O,,https://www.whocc.no/atc_ddd_index/?code=N06BX&showdescription=no
N06BX14,prolintane,,,,,https://www.whocc.no/atc_ddd_index/?code=N06BX&showdescription=no
N06BX15,pipradrol,30,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N06BX&showdescription=no
N06BX16,pramiracetam,,,,,https://www.whocc.no/atc_ddd_index/?code=N06BX&showdescription=no
N06BX17,adrafinil,,,,,https://www.whocc.no/atc_ddd_index/?code=N06BX&showdescription=no
N06BX18,vinpocetine,15,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N06BX&showdescription=no
N06BX21,temgicoluril,,,,,https://www.whocc.no/atc_ddd_index/?code=N06BX&showdescription=no
N06BX22,phenibut,,,,,https://www.whocc.no/atc_ddd_index/?code=N06BX&showdescription=no
N06CA01,amitriptyline and psycholeptics,,,,,https://www.whocc.no/atc_ddd_index/?code=N06CA&showdescription=no
N06CA02,melitracen and psycholeptics,,,,,https://www.whocc.no/atc_ddd_index/?code=N06CA&showdescription=no
N06CA03,fluoxetine and psycholeptics,,,,,https://www.whocc.no/atc_ddd_index/?code=N06CA&showdescription=no
N06DA01,tacrine,0.12,g,O,,https://www.whocc.no/atc_ddd_index/?code=N06DA&showdescription=no
N06DA02,donepezil,7.5,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N06DA&showdescription=no
N06DA03,rivastigmine,9,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N06DA&showdescription=no
N06DA03,,9.5,mg,TD,delivered dose,https://www.whocc.no/atc_ddd_index/?code=N06DA&showdescription=no
N06DA04,galantamine,16,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N06DA&showdescription=no
N06DA05,ipidacrine,,,,,https://www.whocc.no/atc_ddd_index/?code=N06DA&showdescription=no
N06DA52,donepezil and memantine,,,,,https://www.whocc.no/atc_ddd_index/?code=N06DA&showdescription=no
N06DA53,"donepezil, memantine and Ginkgo folium",,,,,https://www.whocc.no/atc_ddd_index/?code=N06DA&showdescription=no
N06DX01,memantine,20,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N06DX&showdescription=no
N06DX02,Ginkgo folium,0.12,g,O,,https://www.whocc.no/atc_ddd_index/?code=N06DX&showdescription=no
N06DX03,aducanumab,,,,,https://www.whocc.no/atc_ddd_index/?code=N06DX&showdescription=no
N06DX30,combinations,,,,,https://www.whocc.no/atc_ddd_index/?code=N06DX&showdescription=no
N07AA01,neostigmine,60,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N07AA&showdescription=no
N07AA01,,2,mg,P,,https://www.whocc.no/atc_ddd_index/?code=N07AA&showdescription=no
N07AA02,pyridostigmine,0.18,g,O,,https://www.whocc.no/atc_ddd_index/?code=N07AA&showdescription=no
N07AA02,,10,mg,P,,https://www.whocc.no/atc_ddd_index/?code=N07AA&showdescription=no
N07AA03,distigmine,5,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N07AA&showdescription=no
N07AA03,,0.25,mg,P,,https://www.whocc.no/atc_ddd_index/?code=N07AA&showdescription=no
N07AA30,ambenonium,60,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N07AA&showdescription=no
N07AA51,"neostigmine, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=N07AA&showdescription=no
N07AB01,carbachol,6,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N07AB&showdescription=no
N07AB01,,0.5,mg,P,,https://www.whocc.no/atc_ddd_index/?code=N07AB&showdescription=no
N07AB02,bethanechol,45,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N07AB&showdescription=no
N07AX01,pilocarpine,15,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N07AX&showdescription=no
N07AX01,,10,mg,P,,https://www.whocc.no/atc_ddd_index/?code=N07AX&showdescription=no
N07AX02,choline alfoscerate,,,,,https://www.whocc.no/atc_ddd_index/?code=N07AX&showdescription=no
N07AX03,cevimeline,90,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N07AX&showdescription=no
N07BA01,nicotine,30,mg,Chewing gum,,https://www.whocc.no/atc_ddd_index/?code=N07BA&showdescription=no
N07BA01,,60,mg,Inhal,,https://www.whocc.no/atc_ddd_index/?code=N07BA&showdescription=no
N07BA01,,30,mg,N,,https://www.whocc.no/atc_ddd_index/?code=N07BA&showdescription=no
N07BA01,,30,mg,SL,,https://www.whocc.no/atc_ddd_index/?code=N07BA&showdescription=no
N07BA01,,14,mg,TD,,https://www.whocc.no/atc_ddd_index/?code=N07BA&showdescription=no
N07BA03,varenicline,2,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N07BA&showdescription=no
N07BA04,cytisinicline,,,,,https://www.whocc.no/atc_ddd_index/?code=N07BA&showdescription=no
N07BB01,disulfiram,0.2,g,O,,https://www.whocc.no/atc_ddd_index/?code=N07BB&showdescription=no
N07BB02,calcium carbimide,,,,,https://www.whocc.no/atc_ddd_index/?code=N07BB&showdescription=no
N07BB03,acamprosate,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=N07BB&showdescription=no
N07BB04,naltrexone,50,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N07BB&showdescription=no
N07BB05,nalmefene,18,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N07BB&showdescription=no
N07BC01,buprenorphine,1.6,mg,implant,,https://www.whocc.no/atc_ddd_index/?code=N07BC&showdescription=no
N07BC01,,2.1,mg,P,,https://www.whocc.no/atc_ddd_index/?code=N07BC&showdescription=no
N07BC01,,8,mg,SL,,https://www.whocc.no/atc_ddd_index/?code=N07BC&showdescription=no
N07BC02,methadone,25,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N07BC&showdescription=no
N07BC02,,25,mg,P,,https://www.whocc.no/atc_ddd_index/?code=N07BC&showdescription=no
N07BC03,levacetylmethadol,,,,,https://www.whocc.no/atc_ddd_index/?code=N07BC&showdescription=no
N07BC04,lofexidine,1.4,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N07BC&showdescription=no
N07BC05,levomethadone,15,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N07BC&showdescription=no
N07BC06,diamorphine,,,,,https://www.whocc.no/atc_ddd_index/?code=N07BC&showdescription=no
N07BC51,"buprenorphine, combinations",8,mg,SL,Refers to buprenorphine,https://www.whocc.no/atc_ddd_index/?code=N07BC&showdescription=no
N07CA01,betahistine,24,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N07CA&showdescription=no
N07CA02,cinnarizine,90,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N07CA&showdescription=no
N07CA03,flunarizine,10,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N07CA&showdescription=no
N07CA04,acetylleucine,,,,,https://www.whocc.no/atc_ddd_index/?code=N07CA&showdescription=no
N07CA52,"cinnarizine, combinations",90,mg,O,Refers to cinnarizine,https://www.whocc.no/atc_ddd_index/?code=N07CA&showdescription=no
N07XX01,tirilazad,0.42,g,P,,https://www.whocc.no/atc_ddd_index/?code=N07XX&showdescription=no
N07XX02,riluzole,0.1,g,O,,https://www.whocc.no/atc_ddd_index/?code=N07XX&showdescription=no
N07XX03,xaliproden,,,,,https://www.whocc.no/atc_ddd_index/?code=N07XX&showdescription=no
N07XX04,sodium oxybate,7.5,g,O,,https://www.whocc.no/atc_ddd_index/?code=N07XX&showdescription=no
N07XX05,amifampridine,40,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N07XX&showdescription=no
N07XX06,tetrabenazine,0.1,g,O,,https://www.whocc.no/atc_ddd_index/?code=N07XX&showdescription=no
N07XX07,fampridine,20,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N07XX&showdescription=no
N07XX08,tafamidis,20,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N07XX&showdescription=no
N07XX10,laquinimod,,,,,https://www.whocc.no/atc_ddd_index/?code=N07XX&showdescription=no
N07XX11,pitolisant,18,mg,O,,https://www.whocc.no/atc_ddd_index/?code=N07XX&showdescription=no
N07XX12,patisiran,,,,,https://www.whocc.no/atc_ddd_index/?code=N07XX&showdescription=no
N07XX13,valbenazine,,,,,https://www.whocc.no/atc_ddd_index/?code=N07XX&showdescription=no
N07XX14,edaravone,,,,,https://www.whocc.no/atc_ddd_index/?code=N07XX&showdescription=no
N07XX15,inotersen,41,mg,P,,https://www.whocc.no/atc_ddd_index/?code=N07XX&showdescription=no
N07XX16,deutetrabenazine,,,,,https://www.whocc.no/atc_ddd_index/?code=N07XX&showdescription=no
N07XX17,arimoclomol,,,,,https://www.whocc.no/atc_ddd_index/?code=N07XX&showdescription=no
N07XX18,vutrisiran,,,,,https://www.whocc.no/atc_ddd_index/?code=N07XX&showdescription=no
N07XX59,"dextromethorphan, combinations",40,mg,O,Refers to dextromethorphan,https://www.whocc.no/atc_ddd_index/?code=N07XX&showdescription=no
P01AA01,broxyquinoline,,,,,https://www.whocc.no/atc_ddd_index/?code=P01AA&showdescription=no
P01AA02,clioquinol,,,,,https://www.whocc.no/atc_ddd_index/?code=P01AA&showdescription=no
P01AA04,chlorquinaldol,,,,,https://www.whocc.no/atc_ddd_index/?code=P01AA&showdescription=no
P01AA05,tilbroquinol,,,,,https://www.whocc.no/atc_ddd_index/?code=P01AA&showdescription=no
P01AA30,tilbroquinol and tiliquinol,,,,,https://www.whocc.no/atc_ddd_index/?code=P01AA&showdescription=no
P01AA52,"clioquinol, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=P01AA&showdescription=no
P01AB01,metronidazole,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=P01AB&showdescription=no
P01AB01,,2,g,R,,https://www.whocc.no/atc_ddd_index/?code=P01AB&showdescription=no
P01AB02,tinidazole,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=P01AB&showdescription=no
P01AB02,,2,g,R,,https://www.whocc.no/atc_ddd_index/?code=P01AB&showdescription=no
P01AB03,ornidazole,1.5,g,O,,https://www.whocc.no/atc_ddd_index/?code=P01AB&showdescription=no
P01AB04,azanidazole,,,,,https://www.whocc.no/atc_ddd_index/?code=P01AB&showdescription=no
P01AB05,propenidazole,,,,,https://www.whocc.no/atc_ddd_index/?code=P01AB&showdescription=no
P01AB06,nimorazole,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=P01AB&showdescription=no
P01AB07,secnidazole,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=P01AB&showdescription=no
P01AB51,metronidazole and furazolidone,,,,,https://www.whocc.no/atc_ddd_index/?code=P01AB&showdescription=no
P01AB52,metronidazole and diloxanide,,,,,https://www.whocc.no/atc_ddd_index/?code=P01AB&showdescription=no
P01AC01,diloxanide,1.5,g,O,,https://www.whocc.no/atc_ddd_index/?code=P01AC&showdescription=no
P01AC02,clefamide,,,,,https://www.whocc.no/atc_ddd_index/?code=P01AC&showdescription=no
P01AC03,etofamide,,,,,https://www.whocc.no/atc_ddd_index/?code=P01AC&showdescription=no
P01AC04,teclozan,,,,,https://www.whocc.no/atc_ddd_index/?code=P01AC&showdescription=no
P01AR01,arsthinol,,,,,https://www.whocc.no/atc_ddd_index/?code=P01AR&showdescription=no
P01AR02,difetarsone,,,,,https://www.whocc.no/atc_ddd_index/?code=P01AR&showdescription=no
P01AR03,glycobiarsol,,,,,https://www.whocc.no/atc_ddd_index/?code=P01AR&showdescription=no
P01AR53,"glycobiarsol, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=P01AR&showdescription=no
P01AX01,chiniofon,,,,,https://www.whocc.no/atc_ddd_index/?code=P01AX&showdescription=no
P01AX02,emetine,60,mg,P,,https://www.whocc.no/atc_ddd_index/?code=P01AX&showdescription=no
P01AX04,phanquinone,,,,,https://www.whocc.no/atc_ddd_index/?code=P01AX&showdescription=no
P01AX05,mepacrine,0.3,g,O,,https://www.whocc.no/atc_ddd_index/?code=P01AX&showdescription=no
P01AX06,atovaquone,2.25,g,O,,https://www.whocc.no/atc_ddd_index/?code=P01AX&showdescription=no
P01AX07,trimetrexate,85,mg,P,,https://www.whocc.no/atc_ddd_index/?code=P01AX&showdescription=no
P01AX08,tenonitrozole,,,,,https://www.whocc.no/atc_ddd_index/?code=P01AX&showdescription=no
P01AX09,dehydroemetine,60,mg,P,,https://www.whocc.no/atc_ddd_index/?code=P01AX&showdescription=no
P01AX10,fumagillin,,,,,https://www.whocc.no/atc_ddd_index/?code=P01AX&showdescription=no
P01AX11,nitazoxanide,1,g,O,,https://www.whocc.no/atc_ddd_index/?code=P01AX&showdescription=no
P01AX52,"emetine, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=P01AX&showdescription=no
P01BA01,chloroquine,0.5,g,O,base,https://www.whocc.no/atc_ddd_index/?code=P01BA&showdescription=no
P01BA01,,0.5,g,P,base,https://www.whocc.no/atc_ddd_index/?code=P01BA&showdescription=no
P01BA02,hydroxychloroquine,0.516,g,O,base,https://www.whocc.no/atc_ddd_index/?code=P01BA&showdescription=no
P01BA03,primaquine,15,mg,O,base,https://www.whocc.no/atc_ddd_index/?code=P01BA&showdescription=no
P01BA06,amodiaquine,0.5,g,O,,https://www.whocc.no/atc_ddd_index/?code=P01BA&showdescription=no
P01BA07,tafenoquine,,,,,https://www.whocc.no/atc_ddd_index/?code=P01BA&showdescription=no
P01BB01,proguanil,0.2,g,O,"""hydrochloride, (prophylactic daily dose)""",https://www.whocc.no/atc_ddd_index/?code=P01BB&showdescription=no
P01BB02,cycloguanil embonate,,,,,https://www.whocc.no/atc_ddd_index/?code=P01BB&showdescription=no
P01BB51,proguanil and atovaquone,,,,,https://www.whocc.no/atc_ddd_index/?code=P01BB&showdescription=no
P01BB52,chloroquine and proguanil,,,,,https://www.whocc.no/atc_ddd_index/?code=P01BB&showdescription=no
P01BC01,quinine,1.5,g,O,base,https://www.whocc.no/atc_ddd_index/?code=P01BC&showdescription=no
P01BC01,,1.5,g,P,base,https://www.whocc.no/atc_ddd_index/?code=P01BC&showdescription=no
P01BC02,mefloquine,1,g,O,base,https://www.whocc.no/atc_ddd_index/?code=P01BC&showdescription=no
P01BD01,pyrimethamine,75,mg,O,,https://www.whocc.no/atc_ddd_index/?code=P01BD&showdescription=no
P01BD51,"pyrimethamine, combinations",75,mg,O,Refers to pyrimethamine,https://www.whocc.no/atc_ddd_index/?code=P01BD&showdescription=no
P01BD51,,75,mg,P,Refers to pyrimethamine,https://www.whocc.no/atc_ddd_index/?code=P01BD&showdescription=no
P01BE01,artemisinin,1,g,O,,https://www.whocc.no/atc_ddd_index/?code=P01BE&showdescription=no
P01BE02,artemether,0.28,g,O,,https://www.whocc.no/atc_ddd_index/?code=P01BE&showdescription=no
P01BE02,,0.12,g,P,,https://www.whocc.no/atc_ddd_index/?code=P01BE&showdescription=no
P01BE02,,0.28,g,R,,https://www.whocc.no/atc_ddd_index/?code=P01BE&showdescription=no
P01BE03,artesunate,0.28,g,O,,https://www.whocc.no/atc_ddd_index/?code=P01BE&showdescription=no
P01BE03,,0.28,g,P,,https://www.whocc.no/atc_ddd_index/?code=P01BE&showdescription=no
P01BE03,,0.28,g,R,,https://www.whocc.no/atc_ddd_index/?code=P01BE&showdescription=no
P01BE04,artemotil,,,,,https://www.whocc.no/atc_ddd_index/?code=P01BE&showdescription=no
P01BE05,artenimol,0.28,g,O,,https://www.whocc.no/atc_ddd_index/?code=P01BE&showdescription=no
P01BF01,artemether and lumefantrine,0.28,g,O,Refers to artemether,https://www.whocc.no/atc_ddd_index/?code=P01BF&showdescription=no
P01BF02,artesunate and mefloquine,,,,,https://www.whocc.no/atc_ddd_index/?code=P01BF&showdescription=no
P01BF03,artesunate and amodiaquine,,,,,https://www.whocc.no/atc_ddd_index/?code=P01BF&showdescription=no
P01BF04,"artesunate, sulfalene and pyrimethamine",,,,,https://www.whocc.no/atc_ddd_index/?code=P01BF&showdescription=no
P01BF05,artenimol and piperaquine,,,,,https://www.whocc.no/atc_ddd_index/?code=P01BF&showdescription=no
P01BF06,artesunate and pyronaridine,,,,,https://www.whocc.no/atc_ddd_index/?code=P01BF&showdescription=no
P01BF07,artemisinin and piperaquine,,,,,https://www.whocc.no/atc_ddd_index/?code=P01BF&showdescription=no
P01BF08,artemisinin and naphthoquine,,,,,https://www.whocc.no/atc_ddd_index/?code=P01BF&showdescription=no
P01BF09,"artesunate, sulfadoxine and pyrimethamine",,,,,https://www.whocc.no/atc_ddd_index/?code=P01BF&showdescription=no
P01BX01,halofantrine,1.5,g,O,,https://www.whocc.no/atc_ddd_index/?code=P01BX&showdescription=no
P01BX02,arterolane and piperaquine,,,,,https://www.whocc.no/atc_ddd_index/?code=P01BX&showdescription=no
P01CA02,benznidazole,0.4,g,O,,https://www.whocc.no/atc_ddd_index/?code=P01CA&showdescription=no
P01CA03,fexinidazole,1.44,g,O,,https://www.whocc.no/atc_ddd_index/?code=P01CA&showdescription=no
P01CB01,meglumine antimonate,0.85,g,P,Sb5+,https://www.whocc.no/atc_ddd_index/?code=P01CB&showdescription=no
P01CB02,sodium stibogluconate,0.85,g,P,Sb5+,https://www.whocc.no/atc_ddd_index/?code=P01CB&showdescription=no
P01CC01,nifurtimox,0.7,g,O,,https://www.whocc.no/atc_ddd_index/?code=P01CC&showdescription=no
P01CC02,nitrofural,,,,,https://www.whocc.no/atc_ddd_index/?code=P01CC&showdescription=no
P01CD01,melarsoprol,60,mg,P,,https://www.whocc.no/atc_ddd_index/?code=P01CD&showdescription=no
P01CD02,acetarsol,,,,,https://www.whocc.no/atc_ddd_index/?code=P01CD&showdescription=no
P01CX01,pentamidine isethionate,0.28,g,P,per injection,https://www.whocc.no/atc_ddd_index/?code=P01CX&showdescription=no
P01CX02,suramin sodium,0.27,g,P,,https://www.whocc.no/atc_ddd_index/?code=P01CX&showdescription=no
P01CX03,eflornithine,,,,,https://www.whocc.no/atc_ddd_index/?code=P01CX&showdescription=no
P01CX04,miltefosine,0.15,g,O,,https://www.whocc.no/atc_ddd_index/?code=P01CX&showdescription=no
P02BA01,praziquantel,3,g,O,,https://www.whocc.no/atc_ddd_index/?code=P02BA&showdescription=no
P02BA02,oxamniquine,1,g,O,,https://www.whocc.no/atc_ddd_index/?code=P02BA&showdescription=no
P02BB01,metrifonate,40,mg,O,,https://www.whocc.no/atc_ddd_index/?code=P02BB&showdescription=no
P02BX01,bithionol,,,,,https://www.whocc.no/atc_ddd_index/?code=P02BX&showdescription=no
P02BX02,niridazole,,,,,https://www.whocc.no/atc_ddd_index/?code=P02BX&showdescription=no
P02BX03,stibophen,,,,,https://www.whocc.no/atc_ddd_index/?code=P02BX&showdescription=no
P02BX04,triclabendazole,,,,,https://www.whocc.no/atc_ddd_index/?code=P02BX&showdescription=no
P02CA01,mebendazole,0.2,g,O,,https://www.whocc.no/atc_ddd_index/?code=P02CA&showdescription=no
P02CA02,tiabendazole,3,g,O,,https://www.whocc.no/atc_ddd_index/?code=P02CA&showdescription=no
P02CA03,albendazole,0.4,g,O,,https://www.whocc.no/atc_ddd_index/?code=P02CA&showdescription=no
P02CA04,ciclobendazole,,,,,https://www.whocc.no/atc_ddd_index/?code=P02CA&showdescription=no
P02CA05,flubendazole,0.2,g,O,,https://www.whocc.no/atc_ddd_index/?code=P02CA&showdescription=no
P02CA06,fenbendazole,,,,,https://www.whocc.no/atc_ddd_index/?code=P02CA&showdescription=no
P02CA51,"mebendazole, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=P02CA&showdescription=no
P02CB01,piperazine,3.5,g,O,as hydrate,https://www.whocc.no/atc_ddd_index/?code=P02CB&showdescription=no
P02CB02,diethylcarbamazine,0.4,g,O,,https://www.whocc.no/atc_ddd_index/?code=P02CB&showdescription=no
P02CC01,pyrantel,0.75,g,O,,https://www.whocc.no/atc_ddd_index/?code=P02CC&showdescription=no
P02CC02,oxantel,,,,,https://www.whocc.no/atc_ddd_index/?code=P02CC&showdescription=no
P02CE01,levamisole,0.15,g,O,,https://www.whocc.no/atc_ddd_index/?code=P02CE&showdescription=no
P02CF01,ivermectin,12,mg,O,,https://www.whocc.no/atc_ddd_index/?code=P02CF&showdescription=no
P02CX01,pyrvinium,0.35,g,O,,https://www.whocc.no/atc_ddd_index/?code=P02CX&showdescription=no
P02CX02,bephenium,,,,,https://www.whocc.no/atc_ddd_index/?code=P02CX&showdescription=no
P02CX03,moxidectin,,,,,https://www.whocc.no/atc_ddd_index/?code=P02CX&showdescription=no
